"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	3223	60030	5369.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	3062	59857	5115.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	3056	59151	5166.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	3112	58888	5284.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	2877	57732	4983.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	2888	57609	5013.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	2978	56984	5226.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	2880	56855	5065.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	2774	56524	4907.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	2704	56509	4785.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	2763	56525	4888.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	2664	57055	4669.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	2795	57857	4830.9
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"75-84 years"	"75-84"			57697	1109490	5200.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	3675	22748	16155.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	3789	22904	16543.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	3833	22761	16840.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	3716	22629	16421.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	3812	22626	16847.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	3579	22564	15861.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	3549	22675	15651.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	3513	23150	15174.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	3594	23688	15172.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	3842	23764	16167.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	3750	24279	15445.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	3732	24505	15229.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	3751	24870	15082.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	3851	25281	15232.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	3769	25419	14827.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	3750	25568	14666.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	3922	25744	15234.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	3811	25685	14837.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	3755	25993	14446.2
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"	"85+ years"	"85+"			70993	456853	15539.6
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Female"	"F"					204986	17694954	1158.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	92	10193	902.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	75	10232	733.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	89	10536	844.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	116	10622	1092.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	90	10597	849.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	90	10940	822.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	98	10663	919.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	87	10779	807.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	88	11119	791.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	90	11326	794.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	86	10689	804.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	80	10245	780.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	82	10515	779.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	85	10329	822.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	90	10407	864.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	89	10422	854.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2015"	"2015"	78	10590	736.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2016"	"2016"	81	10058	805.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"	"2017"	"2017"	71	9720	730.5
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"< 1 year"	"1"			1657	199982	828.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"1999"	"1999"	10	42057	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2000"	"2000"	14	41632	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2001"	"2001"	15	40839	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2002"	"2002"	13	41257	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2003"	"2003"	12	41545	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2004"	"2004"	11	42079	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2005"	"2005"	13	42544	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2006"	"2006"	17	42285	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2007"	"2007"	15	42171	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2008"	"2008"	23	42413	54.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2009"	"2009"	16	42854	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2010"	"2010"	17	43055	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2011"	"2011"	15	42194	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2012"	"2012"	22	42289	52.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2013"	"2013"	15	41743	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2014"	"2014"	12	41741	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2015"	"2015"	10	42141	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2016"	"2016"	22	41670	52.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"	"2017"	"2017"	11	40651	Unreliable
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"1-4 years"	"1-4"			283	797160	35.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"1999"	"1999"	24	117981	20.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2000"	"2000"	39	117076	33.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2001"	"2001"	19	114913	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2002"	"2002"	32	113821	28.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2003"	"2003"	33	113201	29.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2004"	"2004"	36	112194	32.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2005"	"2005"	33	110915	29.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2006"	"2006"	17	110585	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2007"	"2007"	23	109969	20.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2008"	"2008"	20	109957	18.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2009"	"2009"	26	110174	23.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2010"	"2010"	22	109973	20.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2011"	"2011"	22	109577	20.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2012"	"2012"	21	109897	19.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2013"	"2013"	25	109403	22.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2014"	"2014"	30	108775	27.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2015"	"2015"	17	107618	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2016"	"2016"	16	106831	Unreliable
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"	"2017"	"2017"	19	106075	Unreliable
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"5-14 years"	"5-14"			474	2108935	22.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	178	127945	139.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	178	125236	142.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	141	125649	112.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	233	125514	185.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	188	125618	149.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	181	124450	145.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	173	123607	140.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	184	122684	150.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	168	122398	137.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	156	121558	128.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	151	121737	124.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	148	121784	121.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	154	122497	125.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	135	121622	111.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	127	121625	104.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	157	120575	130.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	132	118606	111.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	158	117004	135.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	143	114982	124.4
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"15-24 years"	"15-24"			3085	2325091	132.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	183	114257	160.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	174	114482	152.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	190	111326	170.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	212	111695	189.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	221	111911	197.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	221	111713	197.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	222	112182	197.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	270	111683	241.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	285	111307	256.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	227	111312	203.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	277	111981	247.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	245	111894	219.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	299	111827	267.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	296	111733	264.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	285	111676	255.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	264	111514	236.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	288	111139	259.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	321	111922	286.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	355	110702	320.7
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"25-34 years"	"25-34"			4835	2126256	227.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	430	135276	317.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	459	133458	343.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	446	130526	341.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	468	127952	365.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	472	125712	375.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	445	124346	357.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	432	123059	351.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	428	123339	347.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	452	122677	368.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	456	122091	373.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	408	120522	338.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	415	119829	346.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	468	118164	396.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	426	117087	363.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	403	116673	345.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	429	115761	370.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	442	114606	385.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	523	112267	465.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	532	110093	483.2
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"35-44 years"	"35-44"			8534	2313438	368.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	766	131608	582.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	832	134727	617.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	927	138717	668.3
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	930	138644	670.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	906	139772	648.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	882	139697	631.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	904	139689	647.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	1007	139188	723.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	1038	138578	749.0
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	972	137573	706.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	1006	137028	734.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	989	136513	724.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	1023	133864	764.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	981	130870	749.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	984	127816	769.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	917	125300	731.8
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	936	123344	758.9
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	981	121250	809.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	937	119434	784.5
"Total"	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"45-54 years"	"45-54"			17918	2533612	707.2
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	1307	88635	1474.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	1324	89789	1474.6
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	1288	91840	1402.4
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	1346	97599	1379.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	1383	102027	1355.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	1412	106765	1322.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	1479	111564	1325.7
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	1517	116149	1306.1
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	1663	120119	1384.5
	"Census Region 3: South"	"CENS-R3"	"West Virginia"	"54"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	1673	123431	1355.4
