"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	8466	179311	4721.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	8091	179740	4501.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	8188	178892	4577.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	8187	178807	4578.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	7824	177821	4399.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	7687	178309	4311.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	7733	179935	4297.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	7600	181469	4188.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	7735	184080	4202.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	7668	187917	4080.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	7832	192296	4072.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	7715	197873	3899.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	7902	205264	3849.7
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"			154043	3434763	4484.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	9224	62754	14698.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	9785	64052	15276.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	9849	64852	15186.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	10039	65956	15220.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	10276	67358	15255.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	9843	68700	14327.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	10266	70746	14511.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	10456	73826	14163.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	10602	76546	13850.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	11053	78857	14016.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	10775	81961	13146.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	11322	83957	13485.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	11852	87289	13577.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	12129	89753	13513.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	12317	91474	13465.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	12268	92760	13225.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	12752	94568	13484.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	12546	95870	13086.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	12896	97125	13277.7
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"			210250	1508404	13938.6
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"	"Not Stated"	"NS"			17	Not Applicable	Not Applicable
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Female"	"F"					576237	75500024	763.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	386	47014	821.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	408	47457	859.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	424	50007	847.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	428	49988	856.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	425	49732	854.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	435	52096	835.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	437	52057	839.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	408	52415	778.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	479	53393	897.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	377	52843	713.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	426	50872	837.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	400	51113	782.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	380	51766	734.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	356	51490	691.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	342	52502	651.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	326	52683	618.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2015"	"2015"	347	52628	659.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2016"	"2016"	354	51943	681.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	"2017"	"2017"	336	51747	649.3
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"			7474	973746	767.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"1999"	"1999"	58	187196	31.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2000"	"2000"	59	188627	31.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2001"	"2001"	60	189280	31.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2002"	"2002"	62	192753	32.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2003"	"2003"	67	196059	34.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2004"	"2004"	54	199576	27.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2005"	"2005"	61	203731	29.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2006"	"2006"	59	204592	28.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2007"	"2007"	55	205276	26.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2008"	"2008"	59	207935	28.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2009"	"2009"	52	208718	24.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2010"	"2010"	52	208994	24.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2011"	"2011"	51	208346	24.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2012"	"2012"	59	208013	28.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2013"	"2013"	49	208630	23.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2014"	"2014"	56	210817	26.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2015"	"2015"	63	211061	29.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2016"	"2016"	47	209361	22.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	"2017"	"2017"	52	210088	24.8
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"			1075	3859053	27.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"1999"	"1999"	84	501575	16.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2000"	"2000"	88	506163	17.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2001"	"2001"	70	507736	13.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2002"	"2002"	89	509226	17.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2003"	"2003"	112	509258	22.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2004"	"2004"	95	510642	18.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2005"	"2005"	92	509052	18.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2006"	"2006"	70	510132	13.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2007"	"2007"	87	511005	17.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2008"	"2008"	75	512060	14.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2009"	"2009"	64	517879	12.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2010"	"2010"	64	522173	12.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2011"	"2011"	82	525179	15.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2012"	"2012"	75	528777	14.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2013"	"2013"	60	532220	11.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2014"	"2014"	60	531359	11.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2015"	"2015"	59	530132	11.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2016"	"2016"	74	530508	13.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	"2017"	"2017"	76	530168	14.3
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"			1476	9835244	15.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	511	489000	104.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	502	497751	100.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	513	516583	99.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	547	524796	104.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	597	534815	111.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	562	546340	102.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	581	559640	103.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	609	571109	106.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	583	573781	101.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	622	574590	108.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	492	575514	85.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	461	575543	80.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	514	579498	88.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	506	581942	87.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	473	584250	81.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	469	585596	80.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	527	584537	90.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	579	582429	99.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	568	577125	98.4
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"			10216	10614839	96.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	667	526030	126.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	660	521486	126.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	636	515628	123.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	650	510683	127.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	699	506651	138.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	658	507890	129.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	664	508900	130.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	646	512127	126.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	720	516854	139.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	624	526613	118.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	605	536665	112.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	642	545624	117.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	661	562099	117.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	702	576039	121.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	746	587078	127.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	744	595705	124.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	823	601045	136.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	912	591222	154.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	920	599906	153.4
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"			13379	10348245	129.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	1358	588717	230.7
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	1368	593977	230.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	1372	593981	231.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	1387	588706	235.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	1418	581644	243.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	1156	577077	200.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	1250	575168	217.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	1224	573852	213.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	1169	568133	205.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	1112	561243	198.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	1063	552177	192.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	1039	548538	189.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	995	541077	183.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	1013	541219	187.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	947	540937	175.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	1013	540238	187.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	1079	541071	199.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	1118	538721	207.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	1148	543549	211.2
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"			22229	10690025	207.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	2340	474690	493.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	2497	487776	511.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	2576	510141	505.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	2646	517372	511.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	2650	525725	504.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	2623	537026	488.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	2698	548824	491.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	2840	561358	505.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	2728	570988	477.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	2785	579782	480.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	2836	588655	481.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	2689	593772	452.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	2759	592031	466.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	2642	587692	449.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	2616	581010	450.3
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	2586	575329	449.5
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	2510	570969	439.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	2556	570475	448.0
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	2462	563478	436.9
"Total"	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"			50039	10537093	474.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	3657	297502	1229.2
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	3715	305857	1214.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	3693	318881	1158.1
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	3766	342072	1100.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	4066	360265	1128.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	3986	378392	1053.4
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	4246	394007	1077.6
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	4176	408287	1022.8
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	4348	421361	1031.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	4446	431700	1029.9
	"Census Region 3: South"	"CENS-R3"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	4592	446545	1028.3
